gemeente,jaar_vkl,incident_count,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Aantal incidenten per 1000 inwoners
Papendrecht,2013,182,32082,5.672963032229911
Papendrecht,2014,233,32117,7.254724912040353
Papendrecht,2015,251,32188,7.797937119423388
Papendrecht,2016,243,32248,7.535351029521211
Papendrecht,2017,238,32292,7.370246500681283
Peel en Maas,2008,216,,
Peel en Maas,2009,143,,
Peel en Maas,2010,251,43058,5.829346462910493
Peel en Maas,2011,249,43188,5.76549041400389
Peel en Maas,2012,235,43271,5.430889048092255
Peel en Maas,2013,224,43302,5.17297122534756
Peel en Maas,2014,373,43314,8.611534376875836
Peel en Maas,2015,282,43448,6.490517400110477
Peel en Maas,2016,300,43316,6.9258472619817155
Peel en Maas,2017,256,43347,5.905829699863888
Pekela,2008,113,13262,8.520585130447897
Pekela,2009,74,13130,5.635948210205636
Pekela,2010,84,13054,6.434809253868545
Pekela,2011,79,12954,6.098502393083217
Pekela,2012,69,12868,5.362138638483059
Pekela,2013,67,12804,5.232739768822243
Pekela,2014,50,12706,3.935148748622698
Pekela,2015,57,12678,4.4959772834831995
Pekela,2016,70,12641,5.537536587295309
Pekela,2017,67,12517,5.352720300391468
Pijnacker-Nootdorp,2008,201,43762,4.593025912892464
Pijnacker-Nootdorp,2009,168,45900,3.6601307189542482
Pijnacker-Nootdorp,2010,113,48013,2.3535292524941163
Pijnacker-Nootdorp,2011,114,49286,2.3130300693909023
Pijnacker-Nootdorp,2012,113,50103,2.2553539708201105
Pijnacker-Nootdorp,2013,108,50454,2.1405636817695326
Pijnacker-Nootdorp,2014,93,51071,1.8209943020500872
Pijnacker-Nootdorp,2015,139,51203,2.7146846864441536
Pijnacker-Nootdorp,2016,136,51894,2.6207268663043894
Pijnacker-Nootdorp,2017,167,52656,3.171528410817381
Purmerend,2008,370,78434,4.717341969044036
Purmerend,2009,157,78862,1.9908194060510764
Purmerend,2010,421,79038,5.326551785217237
Purmerend,2011,362,79193,4.57111108305027
Purmerend,2012,345,79266,4.352433578078874
Purmerend,2013,328,79482,4.126720515336806
Purmerend,2014,299,79576,3.757414295767568
Purmerend,2015,342,79611,4.29588875909108
Purmerend,2016,360,79889,4.506252425240021
Purmerend,2017,367,79928,4.5916324692223
Putten,2008,203,23183,8.75641633955916
Putten,2009,157,23458,6.692812686503538
Putten,2010,259,23592,10.978297728043405
Putten,2011,192,23746,8.085572306914848
Putten,2012,178,23860,7.460184409052808
Putten,2013,217,23971,9.052605231321179
Putten,2014,172,23872,7.20509383378016
Putten,2015,193,24377,7.91729909340772
Putten,2016,197,24516,8.035568608255833
Putten,2017,182,24428,7.450466677583101
Raalte,2008,276,37030,7.453416149068323
Raalte,2009,221,36891,5.9906210186766415
Raalte,2010,275,36796,7.473638438960757
Raalte,2011,194,36688,5.287832533798516
Raalte,2012,208,36603,5.6825943228697104
Raalte,2013,174,36486,4.768952474921888
Raalte,2014,175,36519,4.792026068621814
Raalte,2015,211,36603,5.7645548179111
Raalte,2016,234,36700,6.376021798365122
Raalte,2017,215,36907,5.825453166066058
Reimerswaal,2008,142,21296,6.667918858001502
Reimerswaal,2009,77,21345,3.6074022019208245
Reimerswaal,2010,215,21476,10.011175265412554
Reimerswaal,2011,166,21614,7.680207273063755
Reimerswaal,2012,197,21704,9.076667895318835
Reimerswaal,2013,165,21859,7.548378242371563
Reimerswaal,2014,143,21927,6.521639987230355
Reimerswaal,2015,157,22058,7.1175990570314625
Reimerswaal,2016,190,22265,8.533572872220974
Reimerswaal,2017,219,22356,9.796027911969942
Renkum,2008,83,31719,2.6167281440146284
Renkum,2009,72,31752,2.2675736961451247
Renkum,2010,169,31656,5.338640384129391
Renkum,2011,116,31559,3.6756551221521594
Renkum,2012,142,31630,4.489408789124249
Renkum,2013,115,31565,3.6432757801362268
Renkum,2014,118,31580,3.7365421152628246
Renkum,2015,179,31408,5.699184921039225
Renkum,2016,174,31254,5.567287387214437
Renkum,2017,168,31391,5.351852441782676
Renswoude,2008,22,4482,4.908522980812138
Renswoude,2009,11,4532,2.4271844660194173
Renswoude,2010,31,4602,6.736201651455889
Renswoude,2011,23,4752,4.84006734006734
Renswoude,2012,19,4822,3.940273745333886
Renswoude,2013,30,4893,6.131207847946046
Renswoude,2014,22,4924,4.467912266450041
Renswoude,2015,32,4976,6.430868167202572
Renswoude,2016,33,5051,6.533359730746387
Renswoude,2017,31,5101,6.07723975691041
Reusel-De Mierden,2008,69,12384,5.57170542635659
Reusel-De Mierden,2009,53,12432,4.263191763191763
Reusel-De Mierden,2010,47,12555,3.7435284747112707
Reusel-De Mierden,2011,49,12606,3.8870379184515307
Reusel-De Mierden,2012,41,12654,3.2400821874506085
Reusel-De Mierden,2013,29,12670,2.2888713496448303
Reusel-De Mierden,2014,31,12713,2.43844883190435
Reusel-De Mierden,2015,35,12774,2.739940504149053
Reusel-De Mierden,2016,39,12811,3.044258840059324
Reusel-De Mierden,2017,46,12908,3.563681437867989
Rheden,2008,124,43763,2.83344377670635
Rheden,2009,85,43679,1.9460152476018224
Rheden,2010,217,43724,4.962949409935047
Rheden,2011,195,43982,4.43363194033923
Rheden,2012,182,43612,4.173163349536824
Rheden,2013,151,43679,3.457038851622061
Rheden,2014,162,43640,3.712190650779102
Rheden,2015,225,43625,5.1575931232091685
Rheden,2016,318,43824,7.256297918948522
Rheden,2017,277,43645,6.346660556764807
Rhenen,2008,100,18779,5.3250971830235905
Rhenen,2009,79,18833,4.194764509106356
Rhenen,2010,156,18860,8.271474019088016
Rhenen,2011,99,18951,5.223998733576065
Rhenen,2012,117,19064,6.137221989089383
Rhenen,2013,108,19047,5.670184280989132
Rhenen,2014,100,19116,5.231219920485457
Rhenen,2015,118,19308,6.111456391133209
Rhenen,2016,110,19400,5.6701030927835046
Rhenen,2017,131,19597,6.6846966372403935
Ridderkerk,2008,164,44689,3.6698068876009757
Ridderkerk,2009,145,44646,3.247771356896475
Ridderkerk,2010,182,44746,4.067402672864613
Ridderkerk,2011,137,44889,3.0519726436320704
Ridderkerk,2012,246,45208,5.441514776145815
Ridderkerk,2013,273,45330,6.022501654533422
Ridderkerk,2014,265,45253,5.855965350363512
Ridderkerk,2015,353,45149,7.818556335688498
Ridderkerk,2016,369,45097,8.18236246313502
Ridderkerk,2017,425,45408,9.359584214235376
Rijssen-Holten,2008,318,36667,8.672648430468813
Rijssen-Holten,2009,219,36787,5.953189985592737
Rijssen-Holten,2010,286,37080,7.713052858683927
Rijssen-Holten,2011,279,37433,7.453316592311597
Rijssen-Holten,2012,257,37561,6.842203349218605
Rijssen-Holten,2013,328,37608,8.72154860667943
Rijssen-Holten,2014,290,37661,7.700273492472319
Rijssen-Holten,2015,318,37830,8.406026962727994
Rijssen-Holten,2016,308,37875,8.132013201320133
Rijssen-Holten,2017,296,37983,7.792960008424822
Roerdalen,2008,75,21142,3.547441112477533
Roerdalen,2009,54,21333,2.5312895513992406
Roerdalen,2010,140,21307,6.570610597456235
Roerdalen,2011,114,21239,5.367484344837328
Roerdalen,2012,87,21092,4.124786648966433
Roerdalen,2013,102,20996,4.858068203467328
Roerdalen,2014,94,20832,4.512288786482335
Roerdalen,2015,127,20699,6.13556210444949
Roerdalen,2016,143,20686,6.912887943536692
Roerdalen,2017,141,20700,6.811594202898551
Roermond,2008,317,54446,5.82228262865959
Roermond,2009,227,54731,4.147558056677203
Roermond,2010,483,55212,8.74809823951315
Roermond,2011,440,55595,7.914380789639356
Roermond,2012,435,56165,7.74503694471646
Roermond,2013,382,56690,6.7384018345387195
Roermond,2014,460,56929,8.080240299320206
Roermond,2015,520,57005,9.122006841505131
Roermond,2016,637,57010,11.173478337133835
Roermond,2017,621,57390,10.820700470465237
De Ronde Venen,2008,233,34569,6.740142902600596
De Ronde Venen,2009,173,34528,5.0104263206672845
De Ronde Venen,2010,303,34400,8.80813953488372
De Ronde Venen,2011,245,43004,5.697144451678914
De Ronde Venen,2012,249,42977,5.793796681946157
De Ronde Venen,2013,261,42846,6.091583811791066
De Ronde Venen,2014,213,42642,4.995075277895033
De Ronde Venen,2015,259,42588,6.081525312294543
De Ronde Venen,2016,317,42576,7.445509207065013
De Ronde Venen,2017,339,42763,7.927413885835887
Roosendaal,2008,639,77277,8.26895454016072
Roosendaal,2009,383,77482,4.943083554890167
Roosendaal,2010,530,77566,6.8328906995333005
Roosendaal,2011,485,77541,6.254755548677474
Roosendaal,2012,508,77426,6.561103505282463
Roosendaal,2013,580,77155,7.51733523426868
Roosendaal,2014,660,77027,8.568424059096161
Roosendaal,2015,666,76874,8.66352733043682
Roosendaal,2016,579,76960,7.523388773388774
Roosendaal,2017,625,77163,8.09973692054482
Rotterdam,2008,3179,582951,5.45328852682301
Rotterdam,2009,2905,587134,4.947763202267285
Rotterdam,2010,4280,593049,7.216941601790071
Rotterdam,2011,3644,610386,5.969992758680573
Rotterdam,2012,4654,616260,7.55200726965891
Rotterdam,2013,4639,616294,7.5272516039422745
Rotterdam,2014,4391,618357,7.101075915692714
Rotterdam,2015,5767,623652,9.247144240698338
Rotterdam,2016,6527,629606,10.366800824642713
Rotterdam,2017,6199,634660,9.767434531875336
Rozendaal,2008,2,1511,1.3236267372600927
Rozendaal,2009,4,1515,2.6402640264026402
Rozendaal,2010,3,1495,2.0066889632107023
Rozendaal,2011,8,1512,5.291005291005291
Rozendaal,2012,8,1514,5.284015852047556
Rozendaal,2013,4,1501,2.664890073284477
Rozendaal,2014,2,1503,1.3306719893546242
Rozendaal,2015,8,1509,5.301524188204109
Rozendaal,2016,7,1498,4.672897196261682
Rozendaal,2017,7,1498,4.672897196261682
Rucphen,2008,113,22473,5.0282561295777155
Rucphen,2009,60,22549,2.660871879019025
Rucphen,2010,111,22484,4.936843977939868
Rucphen,2011,72,22430,3.209986625055729
Rucphen,2012,93,22320,4.166666666666667
Rucphen,2013,112,22268,5.029638943775821
Rucphen,2014,120,22180,5.410279531109108
Rucphen,2015,137,22233,6.162011424459138
Rucphen,2016,158,22276,7.092835338480876
Rucphen,2017,155,22345,6.936674871335869
Schagen,2008,321,19064,16.838019303399076
Schagen,2009,178,18759,9.48877871954795
Schagen,2010,319,18736,17.02604611443211
Schagen,2011,238,18671,12.747040865513364
Schagen,2012,224,18653,12.008792151396557
Schagen,2013,226,46207,4.891033826043673
Schagen,2014,237,45978,5.154639175257732
Schagen,2015,286,46137,6.198929275852353
Schagen,2016,322,46159,6.975887692541
Schagen,2017,315,46193,6.819215032580694
Scherpenzeel,2008,23,9037,2.5450923979196634
Scherpenzeel,2009,6,9141,0.6563833278634722
Scherpenzeel,2010,41,9316,4.401030485186776
Scherpenzeel,2011,37,9327,3.966977591937386
Scherpenzeel,2012,19,9354,2.0312165918323712
Scherpenzeel,2013,32,9403,3.403169201318728
Scherpenzeel,2014,24,9498,2.526847757422615
Scherpenzeel,2015,28,9522,2.940558706154169
Scherpenzeel,2016,28,9529,2.938398572777836
Scherpenzeel,2017,39,9704,4.018961253091509
Schiedam,2008,275,74947,3.669259610124488
Schiedam,2009,256,75326,3.3985609218596498
Schiedam,2010,382,75565,5.055250446635347
Schiedam,2011,324,75718,4.279035368076284
Schiedam,2012,453,76244,5.941451130580767
Schiedam,2013,398,76216,5.2220006297890205
Schiedam,2014,416,76450,5.441465009810334
Schiedam,2015,541,76869,7.037947677217084
Schiedam,2016,600,77108,7.781293769777455
Schiedam,2017,713,77838,9.160050361006194
Schiermonnikoog,2008,3,951,3.1545741324921135
Schiermonnikoog,2009,3,946,3.171247357293869
Schiermonnikoog,2011,2,957,2.0898641588296765
Schiermonnikoog,2012,3,932,3.218884120171674
Schiermonnikoog,2013,3,960,3.125
Schiermonnikoog,2014,2,942,2.1231422505307855
Schiermonnikoog,2015,3,926,3.239740820734341
Schiermonnikoog,2016,1,919,1.088139281828074
Schiermonnikoog,2017,3,941,3.188097768331562
Schijndel,2015,1,23543,0.042475470415834854
Schinnen,2008,105,13418,7.8253092860336855
Schinnen,2009,68,13478,5.045258940495623
Schinnen,2010,61,13494,4.520527641914925
Schinnen,2011,45,13408,3.3562052505966586
Schinnen,2012,36,13202,2.7268595667323132
Schinnen,2013,94,12950,7.258687258687259
Schinnen,2014,62,12901,4.805829005503449
Schinnen,2015,67,12992,5.157019704433497
Schinnen,2016,90,12960,6.944444444444444
Schinnen,2017,85,12954,6.561679790026247
Schouwen-Duiveland,2008,192,33994,5.648055539212802
Schouwen-Duiveland,2009,133,33929,3.9199504848359816
Schouwen-Duiveland,2010,378,34118,11.07919573245794
Schouwen-Duiveland,2011,275,34203,8.040230389147151
Schouwen-Duiveland,2012,273,34151,7.993909402360106
Schouwen-Duiveland,2013,282,34040,8.284371327849588
Schouwen-Duiveland,2014,213,33852,6.292095001772421
Schouwen-Duiveland,2015,267,33821,7.8945034150379945
Schouwen-Duiveland,2016,297,33735,8.803912850155625
Schouwen-Duiveland,2017,319,33765,9.447652895009625
Simpelveld,2008,52,11206,4.640371229698376
Simpelveld,2009,33,11090,2.975653742110009
Simpelveld,2010,34,10996,3.0920334667151694
Simpelveld,2011,25,10953,2.282479685930795
Simpelveld,2012,15,10914,1.3743815283122593
Simpelveld,2013,30,10920,2.7472527472527473
Simpelveld,2014,21,10844,1.9365547768351163
Simpelveld,2015,35,10844,3.2275912947251935
Simpelveld,2016,46,10741,4.282655246252677
Simpelveld,2017,40,10571,3.7839371866427016
Sint Anthonis,2008,36,11789,3.0536941216388156
Sint Anthonis,2009,37,11786,3.1393178347191584
Sint Anthonis,2010,47,11842,3.9689241682148286
Sint Anthonis,2011,48,11796,4.0691759918616475
Sint Anthonis,2012,45,11803,3.812590019486571
Sint Anthonis,2013,46,11760,3.9115646258503407
Sint Anthonis,2014,32,11691,2.7371482336840303
Sint Anthonis,2015,36,11612,3.100241129865656
Sint Anthonis,2016,49,11594,4.226323960669312
Sint Anthonis,2017,54,11594,4.657581507676385
Sint-Michielsgestel,2008,53,28100,1.886120996441281
Sint-Michielsgestel,2009,31,28267,1.0966851805992854
Sint-Michielsgestel,2010,112,28138,3.980382401023527
Sint-Michielsgestel,2011,77,28114,2.7388489720423985
Sint-Michielsgestel,2012,93,28128,3.3063139931740615
Sint-Michielsgestel,2013,91,28040,3.245363766048502
Sint-Michielsgestel,2014,94,28121,3.3426976281071084
Sint-Michielsgestel,2015,102,28395,3.5921817221341787
Sint-Michielsgestel,2016,107,28403,3.767207689328592
Sint-Michielsgestel,2017,97,28584,3.3935068569829276
Sint-Oedenrode,2015,1,17937,0.05575068294586608
Sittard-Geleen,2008,842,95691,8.799155615470628
Sittard-Geleen,2009,537,95327,5.633241369181869
Sittard-Geleen,2010,353,95243,3.7063091250800584
Sittard-Geleen,2011,348,94814,3.6703440420191114
Sittard-Geleen,2012,352,94535,3.7234886549955046
Sittard-Geleen,2013,522,94024,5.551774015145069
Sittard-Geleen,2014,547,93691,5.838340929224792
Sittard-Geleen,2015,758,93724,8.087576287823824
Sittard-Geleen,2016,827,93555,8.839719950831062
Sittard-Geleen,2017,885,93319,9.483599267030295
Sliedrecht,2008,151,23765,6.353881758889123
Sliedrecht,2009,141,23895,5.900816070307595
Sliedrecht,2010,163,24051,6.777264978587168
Sliedrecht,2011,135,24061,5.61073937076597
Sliedrecht,2012,205,24232,8.459887751733246
Sliedrecht,2013,152,24389,6.232317848210259
Sliedrecht,2014,139,24528,5.666992824527071
Sliedrecht,2015,155,24758,6.260602633492205
Sliedrecht,2016,169,24968,6.768663889778916
Sliedrecht,2017,190,25012,7.596353750199904
Smallingerland,2008,410,54962,7.45969942869619
Smallingerland,2009,363,55201,6.575967826669807
Smallingerland,2010,298,55271,5.391615856416566
Smallingerland,2011,282,55436,5.08694711018111
Smallingerland,2012,325,55456,5.860502019619158
Smallingerland,2013,355,55454,6.401702311826018
Smallingerland,2014,306,55467,5.516793769268213
Smallingerland,2015,350,55635,6.291003864473803
Smallingerland,2016,436,55439,7.864499720413427
Smallingerland,2017,404,55695,7.253792979621151
Soest,2008,199,45560,4.3678665496049165
Soest,2009,139,45711,3.04084356063092
Soest,2010,340,45680,7.4430823117338
Soest,2011,295,45611,6.467738045646883
Soest,2012,256,45612,5.612558098745944
Soest,2013,245,45508,5.383668805484749
Soest,2014,219,45493,4.813927417404876
Soest,2015,246,45454,5.412064944779337
Soest,2016,213,45487,4.682656583199596
Soest,2017,196,45874,4.2725726991324064
Someren,2008,201,18211,11.037285157322497
Someren,2009,151,18229,8.283504306325085
Someren,2010,155,18229,8.502934883976081
Someren,2011,116,18317,6.332914778620953
Someren,2012,111,18580,5.974165769644779
Someren,2013,138,18628,7.408202705604467
Someren,2014,123,18690,6.5810593900481535
Someren,2015,123,18695,6.579299277881787
Someren,2016,142,18914,7.507666278946812
Someren,2017,132,19036,6.934229880226939
Son en Breugel,2008,138,15448,8.933195235629208
Son en Breugel,2009,90,15527,5.796354736909898
Son en Breugel,2010,155,15543,9.972334813099145
Son en Breugel,2011,136,15653,8.688430332843545
Son en Breugel,2012,136,15822,8.595626343066616
Son en Breugel,2013,154,16138,9.542694261990333
Son en Breugel,2014,169,16235,10.4096088697259
Son en Breugel,2015,106,16344,6.48556045031816
Son en Breugel,2016,119,16425,7.245053272450533
Son en Breugel,2017,112,16626,6.7364369060507645
Stadskanaal,2008,349,33817,10.32025312712541
Stadskanaal,2009,241,33430,7.209093628477416
Stadskanaal,2010,238,33416,7.122336605219057
Stadskanaal,2011,181,33122,5.464645854718918
Stadskanaal,2012,173,32998,5.242741984362689
Stadskanaal,2013,195,32885,5.929755207541432
Stadskanaal,2014,181,32803,5.517788007194464
Stadskanaal,2015,201,32610,6.163753449862005
Stadskanaal,2016,192,32621,5.885779099353178
Stadskanaal,2017,177,32252,5.488031749968994
Staphorst,2008,223,15973,13.961059287547737
Staphorst,2009,195,16016,12.175324675324676
Staphorst,2010,238,16153,14.73410511979199
Staphorst,2011,150,16179,9.271277582050807
Staphorst,2012,198,16224,12.20414201183432
Staphorst,2013,157,16275,9.646697388632873
Staphorst,2014,165,16367,10.081261074112543
Staphorst,2015,187,16421,11.387857012362218
Staphorst,2016,244,16544,14.748549323017407
Staphorst,2017,283,16691,16.95524534180097
Stede Broec,2008,102,21372,4.772599663110612
Stede Broec,2009,32,21289,1.503123678895204
Stede Broec,2010,55,21274,2.5853154084798344
Stede Broec,2011,57,21402,2.663302495093917
Stede Broec,2012,71,21468,3.307247997018819
Stede Broec,2013,73,21430,3.406439570695287
Stede Broec,2014,58,21485,2.699557831044915
Stede Broec,2015,63,21498,2.930505163271002
Stede Broec,2016,75,21493,3.489508211975992
Stede Broec,2017,79,21552,3.665553080920564
Steenbergen,2008,103,23211,4.437551161087415
Steenbergen,2009,63,23229,2.7121270825261523
Steenbergen,2010,107,23224,4.607302790217017
Steenbergen,2011,81,23273,3.4804279637347997
Steenbergen,2012,89,23354,3.810910336559048
Steenbergen,2013,87,23400,3.7179487179487176
Steenbergen,2014,84,23374,3.5937366304440834
Steenbergen,2015,133,23638,5.626533547677469
Steenbergen,2016,110,23477,4.6854368104953785
Steenbergen,2017,119,23970,4.964539007092199
Steenwijkerland,2008,325,43282,7.508895152719375
Steenwijkerland,2009,226,43215,5.229665625361564
Steenwijkerland,2010,304,43208,7.035734123310498
Steenwijkerland,2011,249,43281,5.753101822970819
Steenwijkerland,2012,226,43402,5.207133311828948
Steenwijkerland,2013,251,43437,5.778483781108272
Steenwijkerland,2014,251,43350,5.790080738177624
Steenwijkerland,2015,257,43219,5.946458733427428
Steenwijkerland,2016,288,43333,6.646204970807467
Steenwijkerland,2017,279,43448,6.421469342662493
Stichtse Vecht,2008,400,,
Stichtse Vecht,2009,343,,
Stichtse Vecht,2010,552,,
Stichtse Vecht,2011,375,63050,5.947660586835844
Stichtse Vecht,2012,344,63315,5.433151701808418
Stichtse Vecht,2013,439,63491,6.914365815627412
Stichtse Vecht,2014,344,63856,5.3871210223001755
Stichtse Vecht,2015,429,63943,6.709100292447961
Stichtse Vecht,2016,480,64061,7.492858369366697
Stichtse Vecht,2017,486,64450,7.540729247478666
Strijen,2008,47,9055,5.19050248481502
Strijen,2009,27,8972,3.009362460989746
Strijen,2010,47,8916,5.271422162404666
Strijen,2011,41,8868,4.623364907532702
Strijen,2012,39,8848,4.407775768535262
Strijen,2013,18,8777,2.0508146291443543
Strijen,2014,23,8683,2.648854082690314
Strijen,2015,34,8716,3.900871959614502
Strijen,2016,27,8766,3.080082135523614
Strijen,2017,20,8785,2.2766078542970973
Súdwest-Fryslân,2008,437,,
Súdwest-Fryslân,2009,373,,
Súdwest-Fryslân,2010,407,,
Súdwest-Fryslân,2011,183,82445,2.2196615925768697
Súdwest-Fryslân,2012,260,82634,3.1464046276351136
Súdwest-Fryslân,2013,458,82639,5.542177422282458
Súdwest-Fryslân,2014,295,84180,3.5043953433119506
Súdwest-Fryslân,2015,422,84164,5.014020246186018
Súdwest-Fryslân,2016,455,84048,5.413573196268799
Súdwest-Fryslân,2017,430,84158,5.109437011335821
Terneuzen,2008,396,55155,7.179766113679631
Terneuzen,2009,280,55149,5.077154617490797
Terneuzen,2010,494,54878,9.001785779365136
Terneuzen,2011,446,54823,8.135271692537803
Terneuzen,2012,446,54742,8.147309195864237
Terneuzen,2013,369,54729,6.742312119717152
Terneuzen,2014,283,54709,5.1728234842530485
Terneuzen,2015,356,54577,6.522894259486597
Terneuzen,2016,417,54657,7.629397881332674
Terneuzen,2017,346,54588,6.338389389609438
Terschelling,2008,21,4705,4.463336875664187
Terschelling,2009,18,4740,3.7974683544303796
Terschelling,2010,34,4733,7.183604479188675
Terschelling,2011,27,4721,5.719127303537387
Terschelling,2012,30,4748,6.318449873631003
Terschelling,2013,24,4795,5.005213764337852
Terschelling,2014,22,4780,4.602510460251046
Terschelling,2015,29,4827,6.007872384503832
Terschelling,2016,25,4870,5.133470225872689
Terschelling,2017,36,4859,7.408931878987445
Texel,2008,120,13547,8.858049752712777
Texel,2009,47,13691,3.432912132057556
Texel,2010,113,13779,8.200885405326947
Texel,2011,90,13728,6.555944055944056
Texel,2012,82,13668,5.999414691249634
Texel,2013,93,13662,6.807202459376372
Texel,2014,71,13552,5.239079102715466
Texel,2015,90,13581,6.626905235255135
Texel,2016,111,13574,8.177397966701047
Texel,2017,125,13545,9.228497600590625
Teylingen,2008,222,35308,6.287526906083607
Teylingen,2009,172,35533,4.840570737061324
Teylingen,2010,189,35759,5.285382700858524
Teylingen,2011,194,35812,5.417178599352173
Teylingen,2012,190,35686,5.324216779689514
Teylingen,2013,177,35800,4.94413407821229
Teylingen,2014,136,35735,3.805792640268644
Teylingen,2015,171,35646,4.797172193233463
Teylingen,2016,174,36013,4.831588593008081
Teylingen,2017,210,36093,5.818302717978555
Tholen,2008,91,25264,3.6019632678910702
Tholen,2009,74,25368,2.917060864080732
Tholen,2010,177,25410,6.965761511216057
Tholen,2011,122,25489,4.786378437757464
Tholen,2012,143,25540,5.599060297572436
Tholen,2013,99,25514,3.8802226228737164
Tholen,2014,126,25408,4.959068010075566
Tholen,2015,110,25440,4.323899371069182
Tholen,2016,105,25421,4.1304433342512095
Tholen,2017,84,25527,3.2906334469385357
Tiel,2008,303,41132,7.366527278031703
Tiel,2009,174,41070,4.236669101533966
Tiel,2010,281,41192,6.8217129539716455
Tiel,2011,246,41181,5.973628615138049
Tiel,2012,300,41527,7.224215570592626
Tiel,2013,267,41751,6.39505640583459
Tiel,2014,289,41775,6.9180131657690005
Tiel,2015,347,41590,8.343351767251743
Tiel,2016,381,41510,9.17851120211997
Tiel,2017,331,41488,7.978210566910914
Tilburg,2008,1248,202091,6.175435818517401
Tilburg,2009,777,203464,3.8188573900051113
Tilburg,2010,1637,204853,7.991096054243774
Tilburg,2011,1437,206240,6.967610550814585
Tilburg,2012,1191,207580,5.737546969842952
Tilburg,2013,1001,208527,4.800337606161312
Tilburg,2014,1095,210270,5.207590241118561
Tilburg,2015,1751,211648,8.273170547323858
Tilburg,2016,1813,212941,8.514095453670265
Tilburg,2017,1862,213804,8.708910965183065
Tubbergen,2008,195,20797,9.376352358513248
Tubbergen,2009,117,20992,5.573551829268292
Tubbergen,2010,133,21145,6.289903050366517
Tubbergen,2011,96,21171,4.534504747059657
Tubbergen,2012,93,21206,4.385551259077619
Tubbergen,2013,110,21172,5.1955412809370864
Tubbergen,2014,91,21206,4.291238328774875
Tubbergen,2015,106,21142,5.01371677230158
Tubbergen,2016,105,21120,4.971590909090909
Tubbergen,2017,103,21153,4.8692856805181295
Twenterand,2008,298,33461,8.90589043961627
Twenterand,2009,209,33605,6.219312602291326
Twenterand,2010,154,33580,4.586063132817153
Twenterand,2011,153,33727,4.536424822842234
Twenterand,2012,129,33929,3.8020572371717414
Twenterand,2013,198,33971,5.828500780077125
Twenterand,2014,176,33929,5.187302897226561
Twenterand,2015,185,33874,5.461415835153805
Twenterand,2016,202,33846,5.968208946404302
Twenterand,2017,149,33845,4.4024228098685185
Tynaarlo,2008,220,31974,6.880590479764809
Tynaarlo,2009,171,32236,5.304628365802208
Tynaarlo,2010,199,32408,6.140459145889904
Tynaarlo,2011,162,32450,4.992295839753467
Tynaarlo,2012,183,32357,5.655654108848163
Tynaarlo,2013,216,32456,6.655163914222332
Tynaarlo,2014,164,32493,5.047240944203367
Tynaarlo,2015,182,32570,5.587964384402825
Tynaarlo,2016,176,32804,5.365199365930984
Tynaarlo,2017,178,33280,5.3485576923076925
Tytsjerksteradiel,2008,167,32243,5.179418788574264
Tytsjerksteradiel,2009,138,32211,4.284250721803111
Tytsjerksteradiel,2010,142,32237,4.404876384278935
Tytsjerksteradiel,2011,137,32178,4.257567281993909
Tytsjerksteradiel,2012,146,32164,4.5392364133814205
Tytsjerksteradiel,2013,163,31979,5.097094968573126
Tytsjerksteradiel,2014,119,31973,3.7218903449785756
Tytsjerksteradiel,2015,134,31957,4.193134524517321
Tytsjerksteradiel,2016,177,32077,5.51797237896312
Tytsjerksteradiel,2017,118,31963,3.691768607452367
Uden,2008,104,40126,2.5918357174899067
Uden,2009,106,40360,2.626362735381566
Uden,2010,306,40536,7.548845470692718
Uden,2011,229,40721,5.623633997200462
Uden,2012,264,40805,6.46979536821468
Uden,2013,270,40948,6.59372863143499
Uden,2014,246,40913,6.01275878082761
Uden,2015,219,41089,5.32989364550123
Uden,2016,221,41247,5.357965427788687
Uden,2017,236,41384,5.702687028803402
Uitgeest,2008,102,12205,8.357230643179024
Uitgeest,2009,72,12434,5.790574231944668
Uitgeest,2010,110,12664,8.68603916614024
Uitgeest,2011,104,12819,8.112957328964818
Uitgeest,2012,98,12897,7.598666356517019
Uitgeest,2013,97,13061,7.426690146236888
Uitgeest,2014,111,13234,8.387486776484812
Uitgeest,2015,116,13291,8.727710480776466
Uitgeest,2016,131,13360,9.805389221556887
Uitgeest,2017,130,13465,9.654660230226513
Uithoorn,2008,86,27501,3.127159012399549
Uithoorn,2009,53,27660,1.916124367317426
Uithoorn,2010,72,28053,2.566570420275906
Uithoorn,2011,56,28114,1.9918901614853812
Uithoorn,2012,62,28307,2.1902709577136394
Uithoorn,2013,53,28387,1.8670518194948391
Uithoorn,2014,59,28418,2.0761489196987823
Uithoorn,2015,66,28731,2.2971703038529814
Uithoorn,2016,64,29181,2.193207909256023
Uithoorn,2017,62,29201,2.123214958391836
Urk,2008,56,17825,3.1416549789621318
Urk,2009,41,18062,2.2699590300077515
Urk,2010,62,18310,3.386127799016931
Urk,2011,35,18678,1.8738622978905664
Urk,2012,38,18950,2.005277044854881
Urk,2013,50,19225,2.6007802340702213
Urk,2014,37,19470,1.9003595274781715
Urk,2015,45,19705,2.283684344075108
Urk,2016,41,19987,2.0513333666883473
Urk,2017,44,20220,2.1760633036597428
Utrecht (gemeente),2008,1923,294737,6.524460790467434
